Barcode	Author	Title	Description	Keywords	Publisher	Date	Status	TimesLent	ISBN	Value	BindingPages
104953	Chaucer, Geoffrey	The Canterbury tales		Literature	Penguin Books	1977	Lending				
106420	Chekhov, Anthony P.	Chekhov: The major plays		Art  	A Signet Classic	1964	Lending				
106225	Chesney, Kellow	The Victorian underworld		History/Crime	Temple Smith Ltd.	1970	Lending		0-8511-7002-1		
106032	Chesterton, G.K.	Father Brown: Selected Stories by G.K. Chesterton		Literature	Oxford University Press	1955	Lending				
106432	Chesworth Amanda -Editor	Darwin Collection One	The single best idea ever	Evolution		2002	Lending				
100766	Chesworth Amanda -Editor	Darwin Collection One	The single best idea ever	Evolution		2002	Reference				
104647	Chetwynd-Hayes, Ronald	The curse of the snake god		Novel	Inner Circle	1989	Lending		0-85018-087-3		
106292	Chevalier, J.; Gheerbrant, A.;	The Penguin dictionary of Symbols	Translated by John Buchanan-Brown	Reference / Symbols	Penguin Books	1996	Lending		0-14-051254-3		
106438	Cheyne. Rev' T. K : Volume 1	Encyclopedia Biblica (Vol 1)  A – D		Bible	Watts & Co	1899	Reference				
104648	Cheyne. Rev' T. K : Volume 2	A critical dictionary of the literary  E – K		Bible	Watts & Co	1899	Reference				
100773	Cheyne. Rev' T. K : Volume 3	Political & Religious History  L – P		Bible	Watts & Co	1899	Reference				
100774	Cheyne. Rev' T. K : Volume 4	Archeology & Geography & Natural History of the Bible Q-Z		Bible	Watts & Co	1899	Reference				
100776	Champion, Selwyn, & Short, Dorothy	Readings from World Religions		Religion	Watts & Co	1951	Lending				H/336
100775	Champion, Selwyn, & Short, Dorothy	Readings from World Religions		Religion	Watts & Co	1951	Reference				H/336
100767	Chan, Wing-Tsit	A Source Book in Chinese Philosophy		Philosophy	Princeton University Press	1963	Lending		0-691-01964-9	$15.00	P/856
103054	Chan, Wing-Tsit	A Source Book in Chinese Philosophy		Philosophy	Princeton University Press	1963	Lending		0-691-01964-9	$15.00	P/856
100649	Charles, R. H.	Religious development between the old and new testaments		Theology	Oxford University Press	1919	Reference				
106616	Charles, R. H.	The Apocrypha and Pseudepigraphia of the Old Testament in English	Includes critical and explanatory notes	Religion	Oxford University Press	1913	Reference				
106320	Cheers, Gordon	101 Uses for Popes		Cartoons	Writers Press	1986	Lending	1	0-9589348-2-7		P/128
103059	Cherrington, Bet (ed)	Facing the World : An Anthology of Poetry for Humanists		Poetry / Humanism	Pemberton	1989	Lending	2	0-301-88002-6		P/219
100772	Cheyne, Thomas K, & Black, J S (edt)	Encyclopedia Biblica (Vol 1)		Biblical Studies	Watts & Co	1899	Reference				H/
100773	Cheyne, Thomas K, & Black, J S (edt)	Encyclopedia Biblica (Vol 2)		Biblical Studies	Watts & Co	1899	Reference				H/
100774	Cheyne, Thomas K, & Black, J S (edt)	Encyclopedia Biblica (Vol 3)		Biblical Studies	Watts & Co	1899	Reference				H/
100776	Cheyne, Thomas K, & Black, J S (edt)	Encyclopedia Biblica (Vol 4)		Biblical Studies	Watts & Co	1899	Reference				H/
100775	Chick, Jack T	Various - Box of 52 Pamphlets		Fundamentalist Christian-comic strip style	Chick Publications	1975-94	ReferencePamphlets				Pamphlet
100795	Childe, V Gordon	Man Makes Himself		Anthropology	Watts & Co	1939	Lending				H/242
100797	Childe, V Gordon	Man Makes Himself		Anthropology	Watts & Co	1941	Reference				H/242
100798	Childe, V Gordon	Man Makes Himself		Anthropology	Watts & Co	1965	Lending				
100800	Childe, V Gordon	Progress and Archaeology		Humanism	Watts & Co	1944	Lending				H/119
104183	Childe, V Gordon	Progress and Archaeology		Humanism	Watts & Co	1944	Reference				H/119
100799	Childe, V Gordon	Social Evolution		Anthropology	Watts & Co	1952	Lending	1			H/184
100801	Childe, V Gordon	What Happened in History		History	Penguin	1952	Reference				P/282
100802	Chiniquy, Charles	Fifty Years in the Church of Rome		Catholicism	Christ's Mission	1887	Lending	3			H/472
100805	Chiniquy, Charles	Fifty Years in the Church of Rome		Catholicism	Protestant Truth Society	1855	Reference				H/472
100804	Chirgwin, A.M	Bible in World Evangelism, The		Evangelism	Wyvern Books	1961	Reference				P/160
100806	Chirot, Daniel	Modern Tyrants: The Power and Prevalence of Evil in our Age		Politics / History	The Free Press	1994	Lending		0-02-905477-X		
106553	Chol-Hwan, Kang	Aquariums of Pyongyang, The: Ten Years in the North Korean Gulag		North Korea	Basic Books	2001	Lending		0-465-01101-2	$34.95	P/238
103040	Churchill, Winston S.	My Early Life: A roving commission		Autobiography	The Reprint Society 	1944	Lending				
106185	Churchill, R C	English Sunday, The		Religion / England	Watts & Co	1954	Lending	1			H/136
100807	Churchill, R C	English Sunday, The		Religion / England	Watts & Co	1954	Reference				H/136
100808	Churchland, Paul M	Matter and Consciousness : A contemporary Introduction to the Philosophy of Mind		Philosophy / Mind	MIT Press	1988	Lending	2	0-262-53074-0		P/184
100809	Clark, Kenneth	Civilisation		History / Europe	British Broadcasting Corporation	1971	Lending			$13.20	P/359
103066	Clark, R E D	Scientific Rationalism and Christian Faith		Christianity / Science	Intervarsity Fellowship	1945	Reference				P/95
100812	Clark, Robert E D	Darwin: Before and After		Evolution	Paternoster Press	1950	Lending				H/192
100811	Clark, Robert E D	Darwin: Before and After		Evolution	Paternoster Press	1948	Reference				H/192
100810	Clark, Ronald W	Life of Bertrand Russell, The		Biography	Jonathan Cape & Wiedenfeld & Nicolson	1975	Lending	4	0-224-01165-0		H/766
100813	Clark, Ronald W	Life of Bertrand Russell, The		Biography	Jonathan Cape & Wiedenfeld & Nicolson	1975	Reference		0-224-01165-0		H/766
100814	Clark Ronald W	Life of Bertrand Russell, The		Biography	Jonathan Cape & Wiedenfeld & Nicolson	1975	Lending				
100713	Clark, William R.	Sex & The Origins of Death		Biology	Oxford University Press	1996	Lending		0-19-510644-X	$US25.00	H/190
104185	Clarkson, Frederick	Eternal Hostility : The Struggle Between Theocracy and Democracy		Politics	Common Courage Press	1997	Lending		1-56751-088-4	$US13.56	P/277
100717	Clayton, Joseph	Bishops as Legislators, The		Politics / Religion	A.C. Fifield	1907	Reference				P/126
100816	Clebsch, William A.	American Religious Thought: A history		Religion / History	The University of Chicago Press	1973	Lending		0-226-10960-7		
106243	Clemen, Carl	Religions of the World: Their Nature and History		Religion	Harrap	1931	Reference				H/482
100817	Clifford, W K	Ethics of Belief and Other Essays, The		Essays	Watts & Co	1947	Lending				H/128
100818	Clifford, W K	Ethics of Belief and Other Essays, The		Humanism	Watts & Co	1947	Reference				H/128
100821	Clodd, Edward	Gibbon and Christianity		Gibbon / Christianity	Watts & Co	1916	Lending				P/72
100820	Clodd, Edward	Gibbon and Christianity		Gibbon / Christianity	Watts & Co	1916	Reference				H/72
100819	Clodd, Edward	Jesus of Nazareth		Jesus	Watts & Co	1905	Reference				H/119
100823	Clodd, Edward	Jesus of Nazareth & Jewish History		Jesus	Kegan Paul, Trench, & Watts	1889	Reference				H/204
100822	Clodd, Edward	Memories		Biography	Watts & Co	1926	Lending				H/288
100825	Clodd, Edward	Memories		Biography	Watts & Co	1926	Reference				H/288
100824	Clodd, Edward	Occultism		Occultism	Watts & Co	1922	Reference				H/79
100826	Clodd, Edward	Pioneers of Evolution		Evolution	Watts & Co	1921	Lending				P/114
100828	Clodd, Edward	Pioneers of Evolution		Evolution	Watts & Co	1909	Reference				H/114
100827	Clodd, Edward	Primitive Man		Anthropology	Hodder & Stoughton	1897	Reference				H/206
100829	Clube, V.; Napier, B.	The cosmic serpent		Astronomy	Faber and Faber	1982	Lending		0-571-11816-X		
106069	Clydesdale, Ruth	Secret wisdom: occult societies and arcane knowledge through the ages		Occultism	Arcturus	2009	Lending		978-1-84837-241-2		
104925	Coate, Lowell H	Humanist Challenge, The		Humanism	Humanist Friends Publishers	1970	Reference				P/40
100598	Coates, J B	Challenge to Christianity, A		Humanism	Watts & Co	1958	Lending				H/206
100831	Coates, J B	Challenge to Christianity, A		Humanism	Watts & Co	1958	Reference				H/206
100830	Cobbett, William	Cobbet's Legacy to Parsons		Christianity / Politics	Watts & Co.	1835	Reference				H/127
100833	Cochran, Joan	Understanding Yourself		Sex Education	Lawrence & Wishart	1945	Reference				H/30
100834	Coddington, Deborah	Let Parents Choose		Education	The Valentine Press	2003	Lending		0-908578-67-9	$19.95	60/P
102451	Coddington, Deborah	Perigo!: Politically Incorrect		Biography / Perigo, Lindsay	Radio Pacific	1999	Lending		0-908578-67-9	$19.95	P/165
103049	Coggins, R.J.; Houldren, J.L.	A Dictionary of Biblical Interpretation		Bible	SCM Press Ltd	1990	Lending		0-334-00294-X		
106133	Cohen, A	Everyman's Talmud		Judaism	Dent & Sons	1932	Reference				H/420
100835	Cohen, Chapman	Almost an Autobiography		Autobiography	Pioneer Press	1940	Lending				H/268
100838	Cohen, Chapman	Almost an Autobiography		Autobiography	Pioneer Press	1940	Reference				H/268
100837	Cohen, Chapman	Blasphemy - A Plea for Religious Equality		Blasphemy	Pioneer Press	1922	Reference				P/30
100839	Cohen, Chapman	Bradlaugh and Ingersoll		Biography	Pioneer Press	1933	Reference				H/201
100840	Cohen, Chapman	Christianity, Slavery and Labour		Slavery / Christianity	Pioneer Press	1936	Lending				P/145
100842	Cohen, Chapman	Christianity, Slavery and Labour		Slavery / Christianity	Pioneer Press	1931	Reference				H/124
100841	Cohen, Chapman	Christianity: What Is It? (Part 1)		Christianity / Critique	Pioneer Press	1943	Lending	1			P/113
100844	Cohen, Chapman	Christianity: What Is It? (Part 1)		Christian Critique	Pioneer Press	1943	Reference				P/113
100843	Cohen, Chapman	Determinism or Free Will?		Philosophy	Pioneer Press	1919	Lending				H/127
100846	Cohen, Chapman	Determinism or Free Will?		Philosophy	Pioneer Press	1919	Reference				H/127
100845	Cohen Chapman	Determinism or Free Will?		Philosophy	Pioneer Press	1919	Lending				
100847	Cohen Chapman	Does Man Survive Death		Philosophy	Pioneer Press	1920	Reference				
104175	Cohen, Chapman	Essays in Freethinking (1st series)		Freethought	Pioneer Press	1923	Lending				H/157
100836	Cohen, Chapman	Essays in Freethinking (1st series)		Freethought	Pioneer Press	1923	Reference				H/157
100848	Cohen, Chapman	Essays in Freethinking (2nd series)		Freethought	Pioneer Press	1927	Lending				H/159
100849	Cohen, Chapman	Essays in Freethinking (2nd series)		Freethought	Pioneer Press	1927	Reference				H/159
100850	Cohen, Chapman	Essays in Freethinking (3rd series)		Freethought	Pioneer Press	1928	Lending				H/159
100852	Cohen, Chapman	Essays in Freethinking (3rd series)		Freethought	Pioneer Press	1928	Reference				H/159
100851	Cohen Chapman	Essays in Freethinking (3rd series)		Freethought	Pioneer Press	1928	Reference				
100854	Cohen, Chapman	Essays in Freethinking (4th series)		Freethought	Pioneer Press	1938	Lending				H/161
104176	Cohen, Chapman	Essays in Freethinking (4th series)		Freethought	Pioneer Press	1938	Reference				H/161
100853	Cohen, Chapman	Essays in Freethinking (5th series)		Freethought	Pioneer Press	1939	Lending				H/171
100855	Cohen, Chapman	Essays in Freethinking (5th series)		Freethought	Pioneer Press	1939	Reference				H/171
100856	Cohen, Chapman	Essays in Freethinking: Revised Edtn (Vol 1)		Freethought	American Atheist Press	1987	Lending	1			P/230
100857	Cohen, Chapman	Essays in Freethinking: Revised Edtn (Vol 1)		Freethought	American Atheist Press	1987	Reference				P/230
100858	Cohen, Chapman	Essays in Freethinking: Revised Edtn (Vol 2)		Freethought	American Atheist Press	1987	Lending				P/240
100860	Cohen, Chapman	Essays in Freethinking: Revised Edtn (Vol 2)		Freethought	American Atheist Press	1987	Reference				P/240
100859	Cohen, Chapman	Foundations of Religion, The		Christianity / Critique	Pioneer Press	1930	Lending				P/47
100861	Cohen, Chapman	Foundations of Religion, The		Christianity / Critique	Pioneer Press	1930	Reference				H/47
100862	Cohen, Chapman	Four Lectures on Freethought and Life		Freethought	Pioneer Press	1929	Lending				P/93
100864	Cohen, Chapman	Four Lectures on Freethought and Life		Freethought	Pioneer Press	1929	Reference				P/93
100863	Cohen, Chapman	God and Evolution		Evolution / God	Pioneer Press	1925	Reference				P/46
100865	Cohen, Chapman	God and Me		God	Pioneer Press	1946	Lending				H/95
100867	Cohen, Chapman	God and Me		God	Pioneer Press	1946	Reference				H/95
100866	Cohen, Chapman	God and the Universe		Religion / Science	Pioneer Press	1946	Lending				P/133
100869	Cohen, Chapman	God and the Universe		Religion / Science	Pioneer Press	1931	Reference				P/133
100868	Cohen, Chapman	Grammar of Freethought, A		Freethought	Pioneer Press	1921	Lending				H/239
100871	Cohen, Chapman	Grammar of Freethought, A		Freethought	Pioneer Press	1921	Reference				H/239
100870	Cohen Chapman	Grammar of Freethought, A		Freethought	Pioneer Press	1931	Lending				
100873	Cohen, Chapman	Humanity and War		War	Pioneer Press	1936	Lending				P/40
104182	Cohen, Chapman	Humanity and War		War	Pioneer Press	1936	Reference				H/40
100872	Cohen, Chapman	Letters to a Country Vicar		Humanism	Pioneer Press	1934	Lending				H/93
100875	Cohen, Chapman	Letters to a Country Vicar		Humanism	Pioneer Press	1934	Reference				H/93
100874	Cohen, Chapman	Letters to the Lord		Christianity / Critique	Pioneer Press	1935	Lending	1			H/95
100877	Cohen, Chapman	Letters to the Lord		Christianity / Critique	Pioneer Press	1935	Reference				H/95
100876	Cohen, Chapman	Materialism Restated		Philosophy	Pioneer Press	1938	Lending				H/210
100879	Cohen, Chapman	Materialism Restated		Philosophy	Pioneer Press	1927	Reference				H/123
100878	Cohen, Chapman	Opinions, Random Reflections and Wayside Sayings		Freethought	Pioneer Press	1954	Lending				H/142
100881	Cohen, Chapman	Opinions, Random Reflections and Wayside Sayings		Freethought	Pioneer Press	1954	Reference				H/142
100880	Cohen, Chapman	Other Side of Death, The		Survival	Pioneer Press	1922	Lending				H/158
100882	Cohen, Chapman	Other Side of Death, The		Survival	Pioneer Press	1922	Reference				H/158
100883	Cohen, Chapman	Pamphlets for the People		Humanism	Pioneer Press	1954	Lending	2			H
100885	Cohen, Chapman	Pamphlets for the People		Humanism	Pioneer Press	1954	Reference				H
100884	Cohen, Chapman	Parson and the Atheist, The		Atheism	Pioneer Press	1954	Reference				P/141
100886	Cohen, Chapman	Primitive Survivals in Modern Thought		Humanism	Pioneer Press	1935	Lending				P/141
100889	Cohen Chapman	Primitive Survivals in Modern Thought		Humanism	Pioneer Press	1931	Lending				
100888	Cohen, Chapman	Primitive Survivals in Modern Thought		Humanism	Pioneer Press	1935	Reference				H/141
104179	Cohen, Chapman	Religion and Sex		Religion / Sex	T.N Foulis	1919	Lending				H/286
100891	Cohen, Chapman	Religion and Sex		Sex	T.N Foulis	1919	Reference				H/286
100890	Cohen, Chapman	Subjection of A Sex		Women	Pioneer Press	1954	Reference				H/96
100892	Cohen Chapman	Selected Heresies			Pioneer Press	1931	Reference				
100893	Cohen, Chapman	War, Civilisation and the Churches		Religion / War	Pioneer Press	1930	Reference				P/158
104173	Cohen, Chapman & Leaf, Horace	Debate: Does Man Survive Death?		Immortality	Pioneer Press	1920	Reference				H/44
100836	Cohen, Daniel	Waiting for The Apocalypse		Apocalypse	Prometheus Books	1983	Lending		0-87975-223-8		P/262
100894	Cohen, Edmund D	Mind of the Bible-Believer, The		Psychology / Christianity	Prometheus Books	1988	Lending	5	0-87975-495-8		P/432
100895	Cohen, John	Human Nature, War and Society		Psychology	Watts & Co	1946	Lending				H/193
100897	Cohen, John	Human Nature, War and Society		Psychology	Watts & Co	1946	Reference				H/193
100896	Cohen, M.J.; Major, J.;	History in quotations: Reflecting 5000 years of World History		history 	Cassell	2004	Lending		0-304-35387-6		
106166	Cohn, Norman	Cosmos, Chaos and the world to come 	the ancient roots of apocalyptic faith	history	Yale University Press	1993	Lending		0-300-05598-6		
106005	Colbourne, Maurice	Real George Bernard Shaw, The		Biography	J.M. Dent and Sons Ltd	1949	Reference				H/342
100898	Coleridge, Samuel Taylor	Biographia Literaria	Edited with an introduction by George Watson	Autobiography	J.M. Dent and Sons Ltd	1906	Lending				
106122	Coleridge, Samuel Taylor	Confessions Of An Inquiring Spirit		Theology	Fortress Press	1988	Lending		0-8006-1308-2		
